City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,nema,57.5067,50.5011,-0.95,76,91,3.69,RU,1698232056
295,eyl,7.9803,49.8164,30.18,62,14,5.57,SO,1698232056
296,tazacorte,28.629,-17.9293,23.54,80,20,3.6,ES,1698232057
297,bonthe,7.5264,-12.505,27.08,74,100,2.51,SL,1698232057
298,sassnitz,54.5167,13.65,12.67,91,100,2.37,DE,1698232057
299,sterling,39.0062,-77.4286,10.63,82,0,0.0,US,1698232058
300,poyarkovo,49.6,128.6833,7.72,52,98,3.87,RU,1698232058
301,queenstown,-31.8976,26.8753,22.92,24,1,1.05,ZA,1698231960
302,uturoa,-16.7333,-151.4333,26.64,75,84,4.7,PF,1698232059
303,fortuna,40.5982,-124.1573,11.48,90,100,1.34,US,1698232059
304,garden city,42.3256,-83.331,18.3,72,100,3.6,US,1698232060
305,justiniano posse,-32.8841,-62.6779,13.84,96,6,1.63,AR,1698232060
306,port macquarie,-31.4333,152.9167,19.94,84,85,5.52,AU,1698231793
307,prince rupert,54.3161,-130.3201,1.34,47,1,3.24,CA,1698232061
308,archangelos,36.2149,28.1149,26.28,48,36,2.16,GR,1698232061
309,bodo,67.28,14.405,4.32,71,0,8.75,NO,1698232061
310,kabinda,-6.1333,24.4833,30.19,51,75,1.52,CD,1698232062
311,puerto san jose,13.9256,-90.8244,25.03,89,100,2.41,GT,1698232062
312,canico,32.6333,-16.85,27.62,75,20,2.57,PT,1698232062
313,mega,4.05,38.3,21.93,57,76,5.93,ET,1698232063
314,ust-nera,64.5667,143.2,-21.93,99,61,1.14,RU,1698232063
315,aripuana,-9.1667,-60.6333,26.78,67,100,0.59,BR,1698232063
316,jaciara,-15.9653,-54.9683,29.86,51,63,1.41,BR,1698232064
317,mil'kovo,55.6078,37.7956,-0.27,49,7,2.09,RU,1698232064
318,san ignacio de velasco,-16.3667,-60.95,28.0,53,63,2.61,BO,1698231893
319,thai nguyen,21.5928,105.8442,29.88,64,78,1.35,VN,1698231776
320,ebon,4.582,168.6964,28.99,77,100,7.57,MH,1698232065
321,vorkuta,67.5,64.0,-16.45,98,8,1.37,RU,1698232066
322,kapit,2.0167,112.9333,24.84,93,96,1.17,MY,1698232067
323,port alfred,-33.5906,26.891,21.21,71,10,3.13,ZA,1698232067
324,smara,26.7384,-11.6719,23.55,44,0,5.14,EH,1698232067
325,palapye,-22.546,27.1251,36.84,14,0,5.77,BW,1698232068
326,kayangel,8.0823,134.7173,28.57,74,100,2.15,PW,1698232068
327,college,64.8569,-147.8028,-3.03,83,75,0.0,US,1698232069
328,sinabang,2.4803,96.3801,26.53,80,88,2.23,ID,1698232069
329,galveston,29.3669,-94.9669,25.59,86,13,6.69,US,1698232070
330,tandil,-37.3217,-59.1332,8.71,69,1,2.2,AR,1698232070
331,hami,42.8,93.45,14.74,31,0,1.95,CN,1698232026
332,kruisfontein,-34.0033,24.7314,22.06,44,5,5.49,ZA,1698232070
333,sinop,41.7711,34.8709,18.24,47,100,2.28,TR,1698232071
334,piacabucu,-10.4056,-36.4344,27.66,64,60,6.16,BR,1698232071
335,chinchilla,-26.75,150.6333,28.05,27,24,2.43,AU,1698232072
336,narvik,68.4384,17.4272,3.23,87,86,2.74,NO,1698232072
337,alesund,62.4723,6.1549,11.53,72,0,2.57,NO,1698232073
338,zvishavane,-20.3267,30.0665,33.44,28,0,5.63,ZW,1698232073
339,pacific grove,36.6177,-121.9166,13.7,84,100,3.6,US,1698232074
340,flying fish cove,-10.4217,105.6791,25.82,88,75,3.6,CX,1698232074
341,bowling green,36.9903,-86.4436,15.96,57,0,2.57,US,1698232074
342,kulp,38.4972,41.0122,20.73,44,20,1.79,TR,1698232075
343,acarau,-2.8856,-40.12,27.52,68,92,5.91,BR,1698232076
344,melo,-32.3667,-54.1833,12.32,80,1,5.37,UY,1698232077
345,south venice,27.0531,-82.4243,20.03,90,10,5.65,US,1698232078
346,san julian,21.0167,-102.1667,13.19,75,100,0.83,MX,1698232078
347,dhuusamarreeb,5.535,46.3861,33.77,38,49,5.13,SO,1698232079
348,coxen hole,16.3244,-86.5366,27.49,80,95,4.51,HN,1698232079
349,tarrafal,15.2833,-23.7667,29.44,72,35,6.47,CV,1698232080
350,biao,7.1633,125.5211,23.9,100,100,2.06,PH,1698232080
351,cedar city,37.6775,-113.0619,10.22,52,0,0.0,US,1698232081
352,key largo,25.0865,-80.4473,26.1,64,98,9.21,US,1698232082
353,tucurui,-3.7661,-49.6725,28.45,61,50,2.88,BR,1698232082
354,howrah,22.5892,88.3103,31.0,66,40,3.09,IN,1698231831
355,acajutla,13.5928,-89.8275,25.43,90,100,3.56,SV,1698232083
356,sao gabriel da cachoeira,-0.1303,-67.0892,22.78,97,95,0.44,BR,1698232083
357,gulf shores,30.246,-87.7008,23.36,72,20,5.14,US,1698232084
358,aleksandrov gay,50.147,48.5704,5.36,43,15,5.82,RU,1698232084
359,cho dok,10.7,105.1167,28.61,76,76,2.79,VN,1698232085
360,carauari,-4.8828,-66.8958,24.53,90,77,0.64,BR,1698232086
361,dalnegorsk,44.5604,135.5701,11.45,72,28,1.79,RU,1698232086
362,melfort,52.8667,-104.6177,-8.16,62,17,3.01,CA,1698232086
363,daru,-9.0763,143.2092,23.26,72,87,4.16,PG,1698232087
364,gamba,-2.65,10.0,23.57,95,100,1.29,GA,1698232087
365,maragogi,-9.0122,-35.2225,26.42,69,94,3.81,BR,1698232088
366,san patricio,28.017,-97.5169,27.13,83,5,6.02,US,1698232088
367,kingscliff,-28.2667,153.5667,23.2,73,0,6.17,AU,1698232089
368,xuanzhou,30.9525,118.7553,21.98,58,100,1.29,CN,1698232089
369,nabire,-3.3667,135.4833,26.69,81,93,0.65,ID,1698232090
370,jiazi,22.8779,116.067,23.82,85,92,4.61,CN,1698232090
371,eregli,37.5133,34.0467,26.11,17,4,4.91,TR,1698232090
372,kipushi,-11.7667,27.2333,35.15,17,88,3.62,CD,1698232082
373,tobruk,32.0836,23.9764,24.92,55,26,1.87,LY,1698232091
374,holualoa,19.6228,-155.9522,22.7,70,0,3.58,US,1698232092
375,koknese,56.65,25.4333,4.61,80,100,5.07,LV,1698232092
376,arroyo,41.6096,-4.7969,14.5,84,100,7.72,ES,1698232093
377,copala,16.65,-98.9833,24.65,93,100,3.23,MX,1698232093
378,anda,46.4,125.3167,11.68,44,32,8.28,CN,1698232094
379,glace bay,46.1969,-59.957,9.32,94,73,1.34,CA,1698231675
380,cam ranh,11.9214,109.1591,26.4,85,59,0.78,VN,1698232094
381,quellon,-43.1167,-73.6167,7.96,89,56,1.07,CL,1698232095
382,olinda,-8.0089,-34.8553,28.85,61,40,3.6,BR,1698232095
383,usogorsk,63.4106,48.6872,-1.3,64,25,3.92,RU,1698232096
384,lupane,-18.9315,27.807,40.54,10,2,2.58,ZW,1698232097
385,keuruu,62.2667,24.7,-2.9,62,51,2.55,FI,1698232097
386,groningen,53.25,6.75,12.31,90,54,2.57,NL,1698231951
387,kavieng,-2.5744,150.7967,27.15,81,100,4.66,PG,1698232098
388,nishon tumani,38.694,65.6751,27.14,21,0,5.14,UZ,1698232098
389,taourirt,34.4073,-2.8973,21.86,40,1,5.45,MA,1698232098
390,borba,-4.3878,-59.5939,29.01,64,49,1.15,BR,1698232099
391,shingu,33.7333,135.9833,15.07,88,0,2.41,JP,1698232099
392,xam nua,20.4197,104.0439,19.81,95,89,1.17,LA,1698232100
393,bubaque,11.2833,-15.8333,28.2,75,100,2.14,GW,1698232100
394,sandnessjoen,66.0217,12.6316,7.06,65,75,3.09,NO,1698232101
395,jamestown,42.097,-79.2353,18.77,64,75,3.6,US,1698232102
396,port arthur,38.8,121.2667,20.12,70,0,4.08,CN,1698232102
397,baotou,40.6522,109.8222,14.43,28,0,2.57,CN,1698232065
398,churachandpur,24.3333,93.6667,17.59,99,100,0.26,IN,1698231878
399,kadhan,24.481,68.9859,36.37,21,2,5.57,PK,1698232103
400,kastoria,40.5167,21.2667,25.29,34,100,3.23,GR,1698232104
401,plettenberg bay,-34.0527,23.3716,19.0,62,8,4.56,ZA,1698232104
402,muynoq,43.7683,59.0214,16.75,75,99,5.02,UZ,1698232104
403,prainha,-1.8,-53.48,27.35,66,35,2.7,BR,1698232105
404,kinablangan,7.6947,126.5503,27.0,82,65,1.18,PH,1698232105
405,bodaybo,57.8506,114.1933,-2.85,69,98,1.76,RU,1698232105
406,brigantine,39.4101,-74.3646,13.9,93,48,0.89,US,1698232106
407,aweil,8.7682,27.4002,34.67,38,54,2.49,SS,1698232106
408,port douglas,-16.4833,145.4667,23.18,81,7,3.64,AU,1698232107
409,labrador city,52.9463,-66.9114,1.6,99,100,1.49,CA,1698232107
410,jertih,5.7336,102.4897,26.56,84,29,1.39,MY,1698232107
411,aitape,-3.1374,142.3475,26.6,85,100,0.46,PG,1698232108
412,matoury,4.8483,-52.3317,26.98,89,40,0.51,GF,1698232108
413,suzun,53.7841,82.3116,8.85,48,100,6.03,RU,1698232109
414,mount isa,-20.7333,139.5,30.87,15,0,9.26,AU,1698231974
415,la mira,18.035,-102.3266,24.62,84,100,2.19,MX,1698232109
416,urangan,-25.3,152.9,22.52,83,0,7.12,AU,1698232110
417,changyon,38.2508,125.0961,14.79,93,0,2.2,KP,1698232110
418,khorramabad,33.4878,48.3558,21.18,37,100,4.32,IR,1698232111
419,patong,7.8961,98.2966,31.12,68,54,3.87,TH,1698231935
420,vila franca do campo,37.7167,-25.4333,21.23,84,100,6.41,PT,1698232111
421,veinticinco de mayo,-35.4323,-60.1727,10.55,86,6,0.89,AR,1698232111
422,villa canas,-34.0057,-61.6076,13.43,61,17,2.52,AR,1698232112
423,bethanie,-26.4833,17.15,35.75,7,0,6.0,NA,1698232112
424,pasni,25.2631,63.471,27.47,69,3,6.13,PK,1698232114
425,grootfontein,-19.5667,18.1167,36.34,7,2,5.21,NA,1698232008
426,aykhal,66.0,111.5,-10.21,93,97,8.31,RU,1698232114
427,cambria,35.5641,-121.0808,14.3,99,27,0.89,US,1698232115
428,katlenburg-lindau,51.6833,10.1,15.23,87,84,0.89,DE,1698232115
429,berezovyy,51.6667,135.7,1.84,71,57,0.65,RU,1698232115
430,carlsbad,33.1581,-117.3506,18.29,90,100,4.47,US,1698232116
431,kavaratti,10.5669,72.642,29.13,64,29,1.88,IN,1698232116
432,novyye burasy,52.1324,46.0714,0.37,45,69,4.54,RU,1698232117
433,suva,-18.1416,178.4415,23.71,73,75,3.6,FJ,1698232117
434,isangel,-19.55,169.2667,23.41,87,100,10.55,VU,1698232117
435,remire-montjoly,4.9167,-52.2667,27.02,89,40,0.51,GF,1698232118
436,bandarbeyla,9.4942,50.8122,29.19,69,35,5.08,SO,1698232119
437,tsiombe,-25.3,45.4833,23.57,78,100,8.65,MG,1698232119
438,yokadouma,3.5167,15.05,24.49,83,100,1.17,CM,1698232119
439,rodino,52.5,80.25,10.7,42,100,8.29,RU,1698232120
440,caleta de carquin,-11.0925,-77.6267,18.63,92,100,2.32,PE,1698232120
441,cedeira,43.6797,-8.0209,18.54,56,100,12.75,ES,1698232120
442,la ronge,55.1001,-105.2842,-6.27,68,14,3.81,CA,1698232121
443,taro,-8.3862,115.28,25.0,92,66,0.67,ID,1698232121
444,nikolayevsk-on-amure,53.1406,140.73,0.24,79,4,1.33,RU,1698232122
445,baley,51.6,116.6333,-2.1,29,23,3.84,RU,1698232122
446,chatham,51.3789,0.5279,14.48,75,100,2.24,GB,1698232123
447,praia,14.9215,-23.5087,29.3,61,20,10.29,CV,1698231944
448,colonia,50.9333,6.95,11.57,90,75,6.17,DE,1698231946
449,ilaro,6.8865,3.0205,31.99,58,100,1.83,NG,1698232124
450,susuman,62.7833,148.1667,-16.12,99,92,0.89,RU,1698232125
451,twin falls,42.3505,-114.6445,13.29,41,100,7.72,US,1698232125
452,vero beach,27.6386,-80.3973,25.55,62,0,5.14,US,1698232125
453,sabang,5.8933,95.3214,27.68,75,98,2.99,ID,1698232126
454,fuyuan,46.4333,127.0833,9.68,49,71,3.26,CN,1698232126
455,loei,17.4167,101.5,19.19,95,98,1.18,TH,1698231831
456,hasaki,35.7333,140.8333,17.38,66,99,4.52,JP,1698232127
457,yermolayevo,52.7167,55.8,0.19,64,99,6.95,RU,1698232128
458,nouadhibou,20.931,-17.0347,28.99,42,4,6.69,MR,1698232128
459,cooma,-36.2333,149.1333,2.79,89,75,4.46,AU,1698232129
460,sao joao da barra,-21.6403,-41.0511,25.05,73,45,8.12,BR,1698231958
461,shaowu,27.3409,117.4831,21.82,85,74,0.78,CN,1698232130
462,anna regina,7.2644,-58.5077,28.59,78,23,4.03,GY,1698232130
463,paris,48.8534,2.3488,15.32,91,100,3.6,FR,1698231664
464,puerto maldonado,-12.6,-69.1833,26.22,89,0,2.06,PE,1698232131
465,mount pearl,47.5166,-52.7813,6.64,88,54,1.34,CA,1698232131
466,san antonio de pale,-1.4014,5.6325,26.04,80,97,3.93,GQ,1698232131
467,ponta delgada,37.7333,-25.6667,21.4,88,75,9.26,PT,1698232132
468,richards bay,-28.783,32.0377,23.95,53,3,4.93,ZA,1698232036
469,fort mcmurray,56.7268,-111.381,-6.27,68,100,2.06,CA,1698232132
470,ghat,24.9647,10.1728,33.01,13,33,2.64,LY,1698232133
471,tinambac,13.8164,123.3261,26.41,90,86,2.79,PH,1698232133
472,lemvig,56.5486,8.3102,9.0,96,100,10.99,DK,1698232134
473,cidreira,-30.1811,-50.2056,17.26,74,99,4.23,BR,1698231846
474,zabol,32.25,67.25,19.82,15,3,5.91,AF,1698232134
475,mandera,3.9366,41.867,33.76,41,46,4.43,KE,1698232135
476,alaghsas,17.0187,8.0168,34.72,7,24,6.42,NE,1698232135
477,keflavik,64.0049,-22.5624,7.24,81,100,4.63,IS,1698232127
478,suoyarvi,62.0833,32.35,0.1,65,6,1.29,RU,1698232135
479,puerto colombia,10.9878,-74.9547,26.05,81,40,5.03,CO,1698232137
480,east end,34.5507,-92.341,21.03,84,3,3.04,US,1698232137
481,weno,7.4515,151.8468,29.27,76,78,5.29,FM,1698232138
482,nemuro,43.3236,145.575,12.35,82,5,2.28,JP,1698231911
483,phan rang-thap cham,11.5667,108.9833,26.08,86,56,1.08,VN,1698231914
484,wenzhou,27.9994,120.6668,22.78,81,100,1.58,CN,1698231889
485,terrace,54.5163,-128.6035,-1.55,52,0,1.72,CA,1698232140
486,karratha,-20.7377,116.8463,31.12,36,0,5.03,AU,1698232140
487,nadi,-17.8,177.4167,25.0,65,75,5.66,FJ,1698232083
488,crane,31.3974,-102.3501,17.69,82,17,3.71,US,1698232141
489,salinas,36.6777,-121.6555,13.93,86,40,3.6,US,1698232141
490,beberibe,-4.1797,-38.1306,28.03,62,47,4.4,BR,1698232142
491,palmer,42.1584,-72.3287,10.93,90,20,0.0,US,1698232143
492,colares,38.7992,-9.4469,21.55,91,20,14.31,PT,1698232143
493,la'ie,21.6477,-157.9253,23.57,83,1,1.71,US,1698232143
494,rosetta,31.4044,30.4164,27.1,55,9,5.02,EG,1698232144
495,letlhakeng,-24.0944,25.0298,37.46,3,0,2.16,BW,1698232144
496,crixas,-14.5489,-49.9692,31.02,40,90,0.81,BR,1698232145
497,rustaq,23.3908,57.4244,28.42,49,87,1.63,OM,1698232145
498,goundam,16.4145,-3.6708,36.62,8,92,5.38,ML,1698232146
499,hafnarfjordur,64.0671,-21.9377,7.78,78,100,3.58,IS,1698231936
500,miles city,46.4083,-105.8406,-1.46,93,100,7.2,US,1698232146
501,kodinsk,58.6881,99.1844,0.24,98,100,3.98,RU,1698232147
502,dodoma,-6.1722,35.7395,33.03,29,63,3.84,TZ,1698232148
503,isnos,1.9356,-76.2406,14.4,91,98,1.64,CO,1698232148
504,guankou,28.15,113.6333,20.41,87,97,2.26,CN,1698232073
505,ain leuh,33.2921,-5.3384,16.53,33,3,2.53,MA,1698232149
506,puerto francisco de orellana,-0.4667,-76.9667,22.14,94,100,0.48,EC,1698232150
507,revda,56.801,59.9303,-1.72,74,23,3.53,RU,1698232036
508,shitanjing,39.2342,106.3439,13.09,25,24,2.49,CN,1698232150
509,cabedelo,-6.9811,-34.8339,27.37,64,96,4.35,BR,1698232056
510,gadzhiyevo,69.2551,33.3362,-2.31,93,73,2.3,RU,1698232151
511,halle (saale),51.5,12.0,16.01,68,20,4.12,DE,1698231946
512,kapa'a,22.0752,-159.319,22.99,83,0,3.6,US,1698232152
513,santa cecilia,-26.9608,-50.4269,16.39,88,93,1.04,BR,1698232153
514,altamira,-3.2033,-52.2064,27.24,68,13,2.11,BR,1698232043
515,ungsang-nodongjagu,42.3578,130.4622,14.36,67,70,1.7,KP,1698232153
516,shatsk,54.0258,41.7119,0.37,48,9,2.48,RU,1698232154
517,plastun,44.7561,136.2939,11.06,71,42,1.74,RU,1698232154
518,ocean city,39.2776,-74.5746,13.88,91,74,1.79,US,1698232155
519,mednogorsk,51.4128,57.595,2.45,68,100,8.06,RU,1698232155
520,coruripe,-10.1256,-36.1756,27.38,64,56,6.49,BR,1698232155
521,katsuren-haebaru,26.3369,127.8719,25.43,75,75,4.12,JP,1698231998
522,guerrero negro,27.9769,-114.0611,17.43,85,3,3.27,MX,1698232156
523,flekkefjord,58.2971,6.6607,6.08,76,100,11.58,NO,1698232157
524,charlottetown,46.2352,-63.1267,10.31,81,57,4.47,CA,1698232114
525,brisas de zicatela,15.8369,-97.0419,25.07,86,100,1.65,MX,1698232157
526,capinota,-17.7167,-66.2333,15.7,64,98,1.17,BO,1698232158
527,novoanninskiy,50.5287,42.6747,4.75,80,98,2.58,RU,1698232159
528,kotel'nikovo,47.6317,43.1461,13.16,55,71,3.69,RU,1698232159
529,bouca,6.5105,18.2733,30.03,63,100,1.61,CF,1698232159
530,gebeit,21.0667,36.3167,35.46,18,1,5.8,SD,1698232159
531,charters towers,-20.1,146.2667,22.92,63,1,6.69,AU,1698232008
532,matiguas,12.8373,-85.4622,20.95,96,97,1.1,NI,1698232161
533,morehead city,34.7229,-76.726,17.77,96,20,2.57,US,1698232161
534,nalagarh,31.05,76.7167,28.79,30,0,1.29,IN,1698232161
535,bosaso,11.2842,49.1816,32.28,56,57,5.81,SO,1698232162
536,n'dalatando,-9.2978,14.9116,27.27,56,90,1.2,AO,1698232162
537,karystos,38.0133,24.4161,27.88,71,100,4.2,GR,1698232163
538,dakhla,23.6848,-15.958,22.63,63,0,8.1,EH,1698232163
539,arica,-18.475,-70.3042,17.75,87,59,0.65,CL,1698232040
540,boguchany,58.3814,97.4531,1.03,96,100,4.47,RU,1698232164
541,mccook,40.2019,-100.6257,10.03,94,100,2.57,US,1698232165
542,ripley,53.0333,-1.4,11.9,88,34,0.45,GB,1698232166
543,ad dilam,23.9915,47.1627,35.23,19,0,4.72,SA,1698232040
544,porto novo,6.4965,2.6036,31.72,59,96,4.06,BJ,1698231884
545,kolonia,50.9333,6.95,11.57,90,75,6.17,DE,1698232167
546,tralee,52.2704,-9.7026,10.14,93,75,2.57,IE,1698232167
547,nyandoma,61.669,40.1991,-0.44,78,93,2.91,RU,1698232167
548,cromer,52.9312,1.2989,12.62,93,85,2.68,GB,1698232169
549,jilib,0.4883,42.7854,35.44,38,34,6.56,SO,1698232172
550,zhenlai,45.8495,123.2973,12.42,24,35,9.2,CN,1698232173
551,bam,29.106,58.357,31.32,14,1,3.21,IR,1698232174
552,morshyn,49.1565,23.8723,14.87,83,99,3.86,UA,1698232174
553,ormara,25.2088,64.6357,27.93,68,1,5.55,PK,1698232175
554,magong,23.5654,119.5863,25.06,81,43,9.36,TW,1698232175
555,afif,23.9065,42.9172,30.85,18,46,4.05,SA,1698232175
556,dunhua,43.3725,128.2425,10.6,77,51,1.61,CN,1698232176
557,tromso,69.6496,18.957,0.01,69,0,3.6,NO,1698232176
558,tabou,4.423,-7.3528,26.39,78,91,1.26,CI,1698232176
559,paracuru,-3.41,-39.0306,27.84,65,71,4.88,BR,1698232177
560,bamboo flat,11.7,92.7167,27.05,83,75,1.54,IN,1698232178
561,somerset east,-32.7217,25.588,23.02,30,3,2.66,ZA,1698232178
562,nadym,65.5333,72.5167,-4.29,95,90,2.38,RU,1698232042
563,midland,31.9974,-102.0779,16.46,97,75,4.12,US,1698232179
564,matonga,-2.3833,34.0833,29.74,33,100,2.43,TZ,1698232179
565,harstad,68.799,16.5293,3.68,98,100,4.47,NO,1698232180
566,mount hagen,-5.8581,144.2274,13.59,88,96,0.83,PG,1698232180
567,poquoson,37.1224,-76.3458,13.32,95,0,0.0,US,1698232181
568,mus,39.0,41.75,18.02,45,1,4.11,TR,1698232181
569,elko,41.0002,-115.5012,9.3,50,70,3.13,US,1698232182
570,berbera,10.4396,45.0143,31.71,66,48,7.16,SO,1698232182
571,roma,43.2128,-75.4557,14.49,85,100,3.09,US,1698232125
572,sisimiut,66.9395,-53.6735,-3.72,63,95,5.55,GL,1698232183
573,antonio enes,-16.2325,39.9086,31.45,56,0,8.52,MZ,1698232183
574,taroa,8.7058,171.2275,28.37,76,76,4.61,MH,1698232184
575,puerto penasco,31.3167,-113.5333,23.84,67,0,3.85,MX,1698232033
576,benguela,-12.5763,13.4055,25.6,72,91,4.0,AO,1698232184
577,saint-francois,46.4154,3.9054,17.69,64,100,5.66,FR,1698232185
578,san ignacio,17.1561,-89.0714,23.08,100,75,0.0,BZ,1698232185
579,kavalerovo,44.2661,135.0572,11.42,73,18,1.34,RU,1698232186
580,mwatate,-3.5029,38.3795,30.35,39,100,3.71,KE,1698232186
581,chernyshevskiy,63.0128,112.4714,-6.86,89,80,3.49,RU,1698232186
582,saint george's,12.0564,-61.7485,27.54,78,20,0.67,GD,1698232009
583,kataba,13.9833,44.3833,20.5,49,85,1.12,YE,1698232187
584,lae,-6.7221,146.9847,25.14,90,84,2.29,PG,1698232188
585,yalutorovsk,56.6536,66.3006,-1.13,97,100,6.26,RU,1698232188
586,emerald,-23.5333,148.1667,28.52,43,0,7.8,AU,1698232188
587,buala,-8.145,159.5921,26.94,82,100,2.7,SB,1698232189
588,newman,37.3138,-121.0208,12.94,83,10,0.45,US,1698232189
589,tutong,4.8,114.65,29.05,79,80,1.46,BN,1698232190
590,carutapera,-1.195,-46.02,28.31,66,78,4.21,BR,1698232190
591,tura,25.5198,90.2201,22.97,93,11,0.3,IN,1698232190
